username,accDesc,location,following,followers,totaltweets,usercreated,tweetcreated,retweetcount,favoritecount,text,tweetsource,hashtags
Lylian_Fotabong,"PhD student-Applied Linguistics. Journalist. Researcher. Gifted interviewer. Lecturer. MC. Plus, I'm creative & funny. LinkedIn @ Lylian-Fotabong. I live truly.",Ireland,910.0,451.0,1724.0,2012-10-24 16:45:14,2020-11-04 10:36:42,0.0,0.0,"This reminds me of when, not too long ago, President Trump referred to Africa as “shithole countries”. This, right here, is a “shithole” reality playing out violently as a TV show. https://t.co/CQeAcqx3en",Twitter for iPhone,[]
inkycals,20 | tw: ed | non ed + intense gore + under 16 dni,she/they/lun | 6'0 | ugw: 122,137.0,122.0,838.0,2019-10-05 03:00:32,2020-11-04 10:36:42,0.0,1.0,"@scared2gain yes. trust me i don't like biden at all but i don't hate him as much as trump  so he'll do,,,,, i guess",Twitter for iPhone,[]
LostMyAim3,,,16.0,0.0,3.0,2020-07-30 22:30:50,2020-11-04 10:36:42,0.0,0.0,@realDonaldTrump Dummer Bastard,Twitter for Android,[]
thesignalng,Politics | Policy | People | Only the important news.,"Abuja, Nigeria",50.0,62529.0,76848.0,2011-08-20 21:59:22,2020-11-04 10:36:42,0.0,0.0,"Trump Claims Victory, Says He Will Dispute Election Count At Supreme Court https://t.co/vbUvpwEmBF via @thesignalng https://t.co/9EKOfgQj6o",Twitter Web App,[]
BLADES326,"Green bay, wi 
Die hard duck hunter.",wi,190.0,119.0,1474.0,2012-10-18 04:22:09,2020-11-04 10:36:42,0.0,0.0,@BrewCrewMegan Trump 2020,Twitter for Android,[]
Garagantua,er/he,"Ruhrpott, Germany",220.0,198.0,33838.0,2009-06-08 16:04:26,2020-11-04 10:36:42,0.0,0.0,"On Sunday mornings Squealer [...] would read out to them lists of figures proving that the production of every class of foodstuff had increased by two hundred per cent, three hundred per cent, or five hundred per cent, as the case might be.
  George Orwell, Animal Farm. https://t.co/X60aMgIDMu",Twitter Web App,[]
AsyrafffMuhd,GGMU,,231.0,344.0,21654.0,2010-11-22 20:11:48,2020-11-04 10:36:41,0.0,0.0,Meanwhile anwar : saya ada majority https://t.co/wrMJBiAh31,Twitter for iPhone,[]
TheDimmeh,"Spooky gal. Talks about Doctor Who way too much and Resident Evil even more
#ShalkaStan",The Spencer Mansion (She/Her),460.0,1385.0,34853.0,2011-05-10 18:20:51,2020-11-04 10:36:41,0.0,0.0,"Mum: ""Jeremy Corbyn was standing up for Trump on TV this morning""

Me: ""...I can definitely say that did not happen.""

Cut to a back and forth for a good minute of her saying he definitely did before...

Mum: ""Wait not Jeremy Corbyn... Nigel Farage!""

.....How?",TweetDeck,[]
aryanousn,🤪,India,20.0,2.0,19.0,2020-09-27 09:53:04,2020-11-04 10:36:41,0.0,1.0,Follow me #USElection2020 #USAElections2020 #USElection #USPresidentialElections2020 #DonaldTrump #ArnabGoswami #WednesdayMotivation,Twitter for Android,"[{'text': 'USElection2020', 'indices': [10, 25]}, {'text': 'USAElections2020', 'indices': [26, 43]}, {'text': 'USElection', 'indices': [44, 55]}, {'text': 'USPresidentialElections2020', 'indices': [56, 84]}, {'text': 'DonaldTrump', 'indices': [85, 97]}, {'text': 'ArnabGoswami', 'indices': [98, 111]}, {'text': 'WednesdayMotivation', 'indices': [112, 132]}]"
JenniferMalanje,"Everything worth having, is worth working hard for.","Windhoek, Namibia",1139.0,840.0,208.0,2013-11-10 19:02:49,2020-11-04 10:36:41,0.0,0.0,@Maximus_tunde Donald Trump is NOT happy! 🙈,Twitter for Android,[]
QueenMofJugo,Blocked by @Cher 9/18/16. #Draintheswamp #Slavright convert. #Blacksfortrump #UNRIG https://t.co/QRJWZ7bway,The Balkans,4437.0,1532.0,90022.0,2013-03-25 03:14:11,2020-11-04 10:36:41,0.0,0.0,@Berean16031989 @GranTorinoDSA @realDonaldTrump @DonaldJTrumpJr @PressSec @seanhannity @FoxNews @foxandfriends @RealCandaceO @tedcruz @charliekirk11 Jussie was a sign from Q ;),Twitter for iPhone,[]
Feisty_Female,"Feisty, astute, a complete hater of, football and hypocrites, and Trump, lover of F1, ALL views are my own, i do not follow the sheep like the Trump supporters",wirral england,90.0,128.0,19794.0,2009-07-10 08:30:24,2020-11-04 10:36:41,0.0,0.0,"@ShaneCo30077256 @TeamTrump @realDonaldTrump Thank god for that, a vote for trump = an unintelligent decision",Twitter Web App,[]
annmarie309,I am Italian/Lenape Native American Woman. Fighting Racist Mascots because the next generation embraces diversity.,New Jersey,1605.0,1751.0,178226.0,2009-04-24 04:15:04,2020-11-04 10:36:41,0.0,0.0,"""Federal judge allows additional time after USPS turns down court order deadline to sweep facilities for undelivered mail-in ballots""  https://t.co/NMqMw5kwDQ ""Trump could literally rub his dirty taint all over his followers faces and they would love it.""",Twitter for Android,[]
TamiOCo28767819,"Proud mom, wife, EWU alum, teacher, and USAF veteran🇺🇸 Live, Love, Laugh💗","Florida, USA",113.0,26.0,433.0,2019-07-17 19:36:11,2020-11-04 10:36:41,0.0,0.0,@joshgad Of course you would say that! It’s a coup alright...they don’t want to give the presidency to Trump when he clearly has the numbers!🇺🇸,Twitter for iPhone,[]
Leigh__York,Yorkshire-based father of three. Anti-Lockdown. Anti-Mask. Anti-Johnson. Anti-Hancock. Anti-Whitty. Anti-Vallance...Not an anti-vaxer or a conspiracy theorist,"York, England",138.0,2471.0,7609.0,2020-02-08 22:58:14,2020-11-04 10:36:41,0.0,0.0,"Wow...my Tweeter feed in the past 20 mins:
-Trump has won
- Biden has won
- Biden will will easily
- Biden knows he's lost
- Trump has lost",Twitter Web App,[]
Ob360Media,Ob360 Media is all about keeping you updated with news from Africa and Around the world.,Nigeria,14.0,318.0,9883.0,2018-04-16 04:11:33,2020-11-04 10:36:41,0.0,0.0,US election: Trump wins in 23 states with 213 electoral votes. https://t.co/TBmhoNHHz8,WordPress.com,[]
MissNicoletta,,"Connecticut, USA",2147.0,1242.0,73270.0,2009-03-12 03:22:15,2020-11-04 10:36:41,0.0,0.0,"@DavidManel I honestly felt the Florida and Texas votes seemed hinky, glad i am not the only one... probably both stolen for Cheeto as both states have shady, corrupt GOP governors that kiss Trump's ass.",Twitter for Android,[]
len_jarrett,I am a care worker and I am just hoping that a  fair compassionate society will eventually emerge from this nightmare.,,92.0,10.0,1488.0,2019-12-20 13:15:54,2020-11-04 10:36:41,0.0,0.0,"@BrianStark3ER @darrengrimes_ But Grimes is for free markets, the usual neo-ljberal position and Trump is for interference in markets via such tools as tarrifs.",Twitter for Android,[]
Ennyfromdblock,Vibin n’ thriving but occasionally I give a DAMN😇 A PERIDOT. ISLAM ☪️            20-10-2020💔💔🇳🇬,,936.0,2334.0,10953.0,2019-11-22 16:13:52,2020-11-04 10:36:41,0.0,0.0,Is trump up against Obama abi what is this Obama card y’all are still playing?,Twitter for iPhone,[]
JayGrape,,,1995.0,182.0,20916.0,2018-02-27 18:56:48,2020-11-04 10:36:41,0.0,0.0,"@DonQueFace @ShieldGreg @CNN Sure tRump is dividing people. I would never sit at the table with someone that talks &amp; acts like him. His power comes from adoration &amp; division. He stokes the fire. If you don't kiss his ring, he attacks as do his followers.",Twitter Web App,[]
trueLizelle,,,56.0,7.0,145.0,2016-03-29 16:19:20,2020-11-04 10:36:41,0.0,0.0,"@realDonaldTrump @realDonaldTrump the one who deserves to win, WILL win. And there is only 1 person who DESERVES to win and that is YOU President Trump. You need to build on all you have accomplished in 3 short years. God bless you",Twitter for Android,[]
Aslam_Baig_Mirz,"Analyst by education
Muslim by faith
Secular by belief","Gujarat, India",3123.0,3546.0,47057.0,2013-09-14 17:29:42,2020-11-04 10:36:41,0.0,0.0,"With millions of votes yet to be counted, President Trump falsely asserted election fraud, pledged to mount a legal challenge to official state results and made a premature claim of victory.",Twitter for Android,[]
jeal0uspengu1n,"Indian , student and a quizzer",,94.0,25.0,157.0,2020-04-26 05:05:16,2020-11-04 10:36:41,0.0,0.0,"@navin10navin1 @SanghiDolandt @desimojito Nhi , trump",Twitter for Android,[]
simonpeterk7,I BELIEVE IN JESUS.,Kampala,342.0,415.0,61183.0,2017-05-02 01:09:30,2020-11-04 10:36:41,0.0,0.0,"""Trump and Biden supporters rally near the White House as polls closed across the US""  https://t.co/gCslAIXigw",Twitter for Android,[]
tabish_khair,"Night of Happiness, Jihadi Jane, The Thing about Thugs, Filming, New Xenophobia, The Bus Stopped, Man of Glass, etc. (RTs not endorsements. Blocks liberally.)","Arhus, Denmark",187.0,1686.0,5162.0,2016-10-11 17:09:26,2020-11-04 10:36:41,0.0,0.0,"@mirakamdar Biden - Senate is going to be like Trump + Senate in effect, but worded more politely. Alas.",Twitter for Android,[]
ouiesso,,,461.0,47.0,256.0,2010-08-28 14:29:04,2020-11-04 10:36:41,0.0,0.0,"@realDonaldTrump Mr the president, wish I could be there celebrating the annoucement of your 2nd winning of the US presidential election, I am not american but I support you because I see that you are the right man for this specific right periode.  
Congratulations",Twitter Web App,[]
DonnyIdolo,"be first, be smarter, or cheat.
Manchester United.
@boity Stan account.",Titan ,593.0,764.0,45722.0,2016-01-07 21:12:06,2020-11-04 10:36:41,0.0,0.0,Trump for president 🇺🇲 #MAGA2020,Twitter for Android,"[{'text': 'MAGA2020', 'indices': [23, 32]}]"
Elizabe29211595,I'm looking for long-term relationship with serious person you can WhatsApp me  on my cellphone number 9133365389,,29.0,0.0,4.0,2020-07-27 10:27:59,2020-11-04 10:36:41,0.0,0.0,Donald Trump 2020 by God grace 🤞🤞🤞❤️❤️❤️❤️💪💪💪💪💪 https://t.co/nQfWRPdSUQ,Twitter for Android,[]
GatcanLoL,"21yo studying physics&maths
Peak elo Master
#G2ARMY and Perkz fanboy","Pozuelo de Alarcón, España",120.0,19.0,2521.0,2019-05-05 18:42:50,2020-11-04 10:36:41,0.0,0.0,"@G2GrabbZ Joe Biden has the personality and charisma of a potato. This election sadly isn't about Republicans vs Democrats or Trump vs Biden, it's about pro-Trump vs anti-Trump",Twitter Web App,[]
tobe_fr,singing/singing teacher/vocal arrangements. Music Theory! left ♥️ LFC ♥️ Scouse af,,1776.0,1895.0,7442.0,2010-09-15 19:09:39,2020-11-04 10:36:41,0.0,0.0,@melissal011 Girl I know! I’ve deactivated FB as I keep getting reported for calling Trump a c u n t x,Twitter for iPhone,[]
ProvidenceAve,hope,Midwest,449.0,274.0,10065.0,2009-06-27 16:19:02,2020-11-04 10:36:41,0.0,0.0,"Milwaukee drop appears to have been 200,000 for Biden, 70,000 Trump.  🧐",Twitter for iPhone,[]
KalangeMutungi,"Neuro-psychiatry Rep, Biomedic, Advocate for social justice/honest living,social analyst...",Makueni county &Nairobi Kenya,1780.0,1777.0,400.0,2018-12-18 15:26:30,2020-11-04 10:36:41,0.0,0.0,@Pol_Sec_Analyst @RdTofz Africa is a shithole continent as Donald trump once said. Elections are controlled  and bankrolled by cartels which in turn Rob the available meager resources under state protection.,Twitter for Android,[]
omar1618,Horror | UFC | Bibliophile | Comics | Gaming | TriviaNerd | SEO | Tech | DCEU | Cats | Quizzing | Lynch-Nolan-Hitchock-Argento-Kubrick-Fincher-Miyazaki fan,"Delhi, India",788.0,1984.0,105370.0,2009-08-13 07:33:08,2020-11-04 10:36:41,0.0,0.0,"Trump is closing in on Nevada.
In WI, Republican counties are left right now (Milwaukee factored in).
Has leads in MI, PA and GA as well.",Twitter Web App,[]
hampmurphy,John 15:18 | GSU ‘22 (probably not),,419.0,512.0,1952.0,2015-12-29 02:52:39,2020-11-04 10:36:41,0.0,0.0,Gooooooood morning everyone! @realDonaldTrump will be your president for 4 more years! #MAGA,Twitter Web App,"[{'text': 'MAGA', 'indices': [87, 92]}]"
jvghibli,"racism, lgbtq+phobia/heterophobia, sexism or intolerance towards any religion are not tolerated, bye👋🏻",Germany,33.0,27.0,29.0,2016-01-08 15:56:23,2020-11-04 10:36:40,0.0,0.0,"@CeeJ512 @salty_ashley And trust me, here in Germany we take our history very seriously and go in depth. There's a great similarity between Trump's and Hitler's rhetoric.",Twitter for iPhone,[]
StaBeto,SOBREVIVENTE CONSERVADOR. FECHADO COM BOLSONARO.🇧🇷,Brasil,5203.0,4795.0,115514.0,2013-05-16 12:41:30,2020-11-04 10:36:40,0.0,0.0,Biden: 238 (+6); Trump: 213 (+77) https://t.co/s3y3MbGlGk,Twitter for iPhone,[]
Gabss020,"sigo tentando
(ela/dela)",Brasil,111.0,51.0,1596.0,2018-07-15 02:26:12,2020-11-04 10:36:40,0.0,0.0,Biden na frente com 224 e trump 213,Twitter for Android,[]
PlanB1975,"“I realized that what I had feared most—expulsion and derision—didn’t really even hurt, not when you are standing up for what you believe.”","Brighton, England",2812.0,3959.0,143037.0,2014-03-20 16:23:49,2020-11-04 10:36:40,0.0,0.0,@oflynnsocial It's amazing what you can achieve when you constantly cheat and have the entire media back you up. It will go to SCOTUS and Trump will declare victory even if it takes two weeks.,Twitter for Android,[]
InternationalIw,"IW TRADING - International politics , management and ISO 9000 iwinternational2020@gmail.com",,1705.0,410.0,1522.0,2020-10-15 08:41:36,2020-11-04 10:36:40,0.0,0.0,"If MR TRUMP loose , Brazil will wait MR TRUMP return from 01/01/2025, to begin IW TRADING jk40.4.  Brazil TRUST IN MR TRUMP HONESTY . There is no price for this in our country. We still have many problems because of corruption. We need to solve. https://t.co/9iVZA6Vlfv",Twitter for iPhone,[]
teambel41823882,i'm a BTS Army and a Belieber from Iceland💜 follow me back and i will follow you back and i'm waiting for follow from @justinbieber and @BTS_twt 💜,,2018.0,640.0,2796.0,2020-07-15 15:17:05,2020-11-04 10:36:40,0.0,0.0,@angelicjailey No she's not Trump supporter,Twitter for Android,[]
gguitarzan,"Guitarist,friend,kindness matters .10 miles behind me,and 10,000 more to go.https://t.co/Se2v8BLU3F",Under the bridge downtown,4943.0,3206.0,25455.0,2013-03-22 19:13:34,2020-11-04 10:36:40,0.0,0.0,"@gnuman1979 Don't give up ,Trump is still behind",Twitter Web App,[]
ShawnOfficial6,Shane Whit X god,Local Dump,255.0,12.0,478.0,2019-09-13 02:31:02,2020-11-04 10:36:40,0.0,0.0,Who are these Russian bots who have voted for McDonald Trump?,Twitter for Android,[]
FATIMAMCCONNEL1,Planet lover/traveler/wine drinker fighting for democracy. Not social media person until the clown came along. @BIDEN/HARRIS 2020,"North Carolina, USA",73.0,31.0,2296.0,2019-08-31 21:22:28,2020-11-04 10:36:40,0.0,0.0,@dkr1450 @realDonaldTrump Great we will send him as a Christmas. No returns,Twitter for Android,[]
S0nWukong,"Not very good artist but currently learning
#ClipperNation
In pain.",,358.0,15.0,1377.0,2020-06-16 07:40:04,2020-11-04 10:36:40,0.0,0.0,@TristanGHill Biden literally needs 3 more states and he wins but if he doesn't get it then Trump is back and I will kms,Twitter for Android,[]
70SHUDSON,i dont care❤️,𝘫𝘢𝘥𝘦𝘯.☆,259.0,181.0,2246.0,2020-05-27 16:02:50,2020-11-04 10:36:40,0.0,0.0,@dhmelios quinton is a minor but he would have definitely vote for trump,Twitter for iPhone,[]
BizZoneXtra,"All sorts of Business related news, info & tips.",United Kingdom,52.0,35.0,10500.0,2010-12-21 19:49:53,2020-11-04 10:36:40,0.0,0.0,"The Tweeted Times Latest:  Biden or Trump? - The US 2020 election results | Graphic detail | The Economist https://t.co/Dwsuy5x2Yx, see more https://t.co/16sHAEcB19",The Tweeted Times,[]
KajunFirefly,D ͬ ͧg- ͣ ͩ ͩl ͤ ͩ  ͥ ͩ ͥ ͦ ͭ s ͣ ͮ ͣn ͭ,connected to your WiFi,762.0,1037.0,100510.0,2009-02-14 11:39:34,2020-11-04 10:36:40,0.0,0.0,"The Left: Trump's going to declare he won before all the votes are counted, we can't let that happen

Trump: I've won, stop counting votes

The Left: Waah, it's all over. There's no hope",Twitter for Android,[]
TheLAKhalil,Podcaster| YouTuber| Writer| Sub to my YouTube 💛,"Los Angeles, CA",1463.0,1523.0,31826.0,2019-03-08 05:53:07,2020-11-04 10:36:40,0.0,1.0,Oh- interesting https://t.co/peppdL3Lds,Twitter for iPhone,[]
titoporto10,"#OscarPerezHeroeDelPueblo 
#AgostoMêsDoReprodutor(Papai)

 #NoMasMaduro  #SomosMaisDe57Milhões #FechadoComBolsonaro 🇧🇷🇧🇷🇧🇷","Springfield,    AC⚡DC  ",5301.0,4833.0,133821.0,2014-05-26 18:27:06,2020-11-04 10:36:40,0.0,0.0,"@realDonaldTrump #Trump @realDonaldTrump Victory
Sr. President...in your speech, send a hug to my mother, Nena is recovering from cancer https://t.co/yRxG2HqHU3",Twitter for Android,"[{'text': 'Trump', 'indices': [17, 23]}]"
Niamhstweet,"proud feminist, B747 long haul freight dawg  Captain, trade unionist, tragic golfer, always homesick!",Europe,2434.0,695.0,28369.0,2012-02-29 17:04:17,2020-11-04 10:36:40,0.0,0.0,I can’t bring myself to watch @realDonaldTrump ‘s public display of premature election. #USElections2020,Twitter for iPhone,"[{'text': 'USElections2020', 'indices': [88, 104]}]"
ottovalkamoo,"Suomen ja Euroopan Unionin kansalainen.
Citizen of the Republic of Finland and the European Union. 
Talking politics, history, nature and the Finnish language",Finland,803.0,45.0,1707.0,2014-09-24 11:20:18,2020-11-04 10:36:40,0.0,1.0,"@Reuters Don't break anything or set stuff on fire, please. We don't need to give Trump more gasoline to fuel the fire that is the US Presidential Elections of 2020. Just take a look at the 1919-1920 years, when stuff was absolutely bonkers, riots, assassinations and strikes everywhere.",Twitter Web App,[]
KennethMonthe,"I’ve never been a millionaire but I just know I’d be darling at it 😍💰🇿🇦🇧🇼🇳🇦

HustlePreneur | Father | JesusGang | Dreamer",Botswana,222.0,149.0,905.0,2020-09-24 11:30:03,2020-11-04 10:36:39,0.0,0.0,"@thalehang_G Trump kana ke pandemic kabo ene... The world can't be dealing with 2 pandemics at a time... One has to go and this is the moment to drop Trump
#AmericaDecides2020",Twitter for Android,"[{'text': 'AmericaDecides2020', 'indices': [156, 175]}]"
Antoine_astro31,"Passionné d'aéronautique et d'espace !#spacegeek #avgeek 🚀✈️
Compte twitter sur l'actu spatiale et aéronautique. Mon métier : cuisinier (oui rien à voir 😁)","Roquettes, France",178.0,66.0,1027.0,2013-10-28 21:01:04,2020-11-04 10:36:39,0.0,0.0,@AstroVicnet Trump = Hamilton ? 🤔😁,Twitter for Android,[]
yourmomstwat,go away retard,hell,71.0,300.0,256.0,2016-04-04 02:15:58,2020-11-04 10:36:39,0.0,0.0,@doublecat2 @courtneymufc_ @realDonaldTrump hopefully you follow through,Twitter for iPhone,[]
royaleh50806971,Instagram: itssweetenerrr,,49.0,12.0,182.0,2020-10-08 16:37:44,2020-11-04 10:36:39,0.0,0.0,"@gorygaming24601 Gory, why are you following Donald trump",Twitter for Android,[]
GoodnessMe20,Born in Canada but working in Australia.  Simulation technician at a local university. A casual twitter user.,Australia,8.0,13.0,397.0,2020-05-11 10:04:46,2020-11-04 10:36:39,0.0,0.0,@Myhangcanada @realDonaldTrump Oh stop it!,Twitter Web App,[]
IKwhereimgoing,"ion need to strike back, i let god Fight my Battles",Eyes closed cause my 3rd open,431.0,211.0,7210.0,2015-01-22 16:59:54,2020-11-04 10:36:39,0.0,0.0,Is this real life? https://t.co/omQCynT498,Twitter for iPhone,[]
DRRnortheast,pissed off concerned citizen mother daughter wife sister business owner,"Massachusetts, USA",130.0,92.0,12138.0,2016-11-20 01:40:47,2020-11-04 10:36:39,0.0,0.0,"This man, trump, mislead mismanaged this pandemic and it’s close are you fucking kidding me? He called it a hoax still tells us to live with it. Herd immunity? @nytimes @washingtonpost @MSNBC @cnn",Twitter for iPhone,[]
Backbench_UK,"Award-winning current affairs blog, providing a free platform for the next generation of writers. Become a patron: https://t.co/zFPrEU6S3u",✉️editor@bbench.co.uk,2973.0,5920.0,11008.0,2012-08-07 17:09:26,2020-11-04 10:36:39,0.0,0.0,"@White__Peaches @vdaniels_ Sorry - sleep deprivation taking its toll. Trump has indeed secured Texas. 

(Violet / @vdaniels_ )",Twitter Web App,[]
DCMichaelHorn,"Doctoral Candidate, Former Technology Executive, Biden Supporter, Grandfather of 7, Attacking with humor - I follow, u follow, that's how it works.",,11252.0,10706.0,5557.0,2020-06-16 17:45:13,2020-11-04 10:36:39,0.0,1.0,"I'm disappointed in Americans.  But, the fight continues.  Mandella didn't give up, Gandhi didn't give up, Martin Luther King didn't give up, --  Biden may win but we must never stop pursuing a better future for America. And if Trump wins, we fight and fight and fight.",Twitter Web App,[]
bonmartel76180,,"Le Trait, Normandie ",4952.0,1148.0,20439.0,2014-08-14 21:56:16,2020-11-04 10:36:39,0.0,0.0,@Juu_OL Trump,Twitter for iPhone,[]
sarahcNG1,Terminally theatrical type. Agent/Casting/Whatever. Either stagey or grumpy. Would prefer to be an airline pilot but am 110% bad at maths.,London/Nottingham.,508.0,703.0,12602.0,2009-04-29 15:16:51,2020-11-04 10:36:39,0.0,0.0,Trump..it's like getting one recall to take over in the recast of a West End show and then announcing you got the lead before you go through the next 5 rounds. And insisting that auditions are halted. Hmm.  Must try that if theatres ever re-open..,Twitter for Android,[]
AsktheGoalCoach,"Artist, designer, photographer, start-up and creative coach. Adventurer.","Honolulu, HI USA",500.0,415.0,956.0,2012-03-25 08:37:13,2020-11-04 10:36:39,0.0,0.0,@realDonaldTrump Mr President you are showing very poor sportsmanship. The vote in several states could take several days. So don’t get your hopes up,Twitter for iPhone,[]
CafeMorett,"Canada/Mexico. Tweets are my own, Reweets are NOT to endorse anybody. It's my writing & thinking.",Mexico/Canada ,133.0,133.0,2668.0,2011-06-19 18:33:44,2020-11-04 10:36:39,0.0,0.0,"@Reuters For Joe Blind.... see the RED color in the USA 🇺🇸 map.
Congrats President Trump, God is with you!",Twitter Web App,[]
RalfGrahn,"One planet, one humanity. For a democratic and powerful union of Europeans;  upgrading transatlantic ties, democracy, human rights and the rule of law.",European Union,7182.0,6551.0,73170.0,2009-11-28 15:51:57,2020-11-04 10:36:39,0.0,0.0,"#Election2020 shock &gt; 
US election results 2020 live: Trump threatens to go to Supreme Court to stop vote count https://t.co/Oiz3RZhEU5 via @financialtimes",Twitter Web App,"[{'text': 'Election2020', 'indices': [0, 13]}]"
keshava_ntr,"Hogwarts Graduated 

Full Time Wizard Now 🤩",Nenekkada Unte Neekenduku ra🚶,2723.0,3846.0,45432.0,2018-02-25 15:04:35,2020-11-04 10:36:39,0.0,1.0,"Americans Like This Tweet 

Non Americans Also Like This Tweet 

#USAElections2020 #USElection2020 #Elections2020 #Election2020 #ElectionNight
#DonaldTrump #JoeBiden #AmericaDecides2020",Twitter for Android,"[{'text': 'USAElections2020', 'indices': [65, 82]}, {'text': 'USElection2020', 'indices': [83, 98]}, {'text': 'Elections2020', 'indices': [99, 113]}, {'text': 'Election2020', 'indices': [114, 127]}, {'text': 'ElectionNight', 'indices': [128, 142]}, {'text': 'DonaldTrump', 'indices': [143, 155]}, {'text': 'JoeBiden', 'indices': [156, 165]}, {'text': 'AmericaDecides2020', 'indices': [166, 185]}]"
mollymulshine,"Writer, comic, American in London.
Host of Diva Behavior podcast. 
Co-host of @UsWeekly's Royally Us. 
https://t.co/yrEJb1Biu8","London, England",1003.0,5555.0,374.0,2008-09-12 23:31:57,2020-11-04 10:36:39,0.0,0.0,We endure the Joanne era and this is the thanks we get?? https://t.co/7MQcrojh8E,Twitter Web App,[]
malmade1,"global education expert, collaborator, lifelong social and community learner of all manner of things including the intricacies of knitting",Australia,664.0,483.0,2832.0,2011-06-17 12:51:38,2020-11-04 10:36:39,0.0,0.0,I can’t fathom how so many people back Trump. Can someone please explain? https://t.co/J1liQhdGyB,Twitter for iPhone,[]
nycmsteacher,"When people ask me what I teach, my answer is always the same. I teach people.",United States,648.0,339.0,29032.0,2016-10-10 12:23:11,2020-11-04 10:36:39,0.0,0.0,"@lotusgdess @lewoofla Not true. I was an adult in 90s and I knew it, as did many around me. Real truth is that US was on a rightward path politically &amp; Dems were compromising with Gingrich et al to get other stuff done. That was end of compromise bc repubs then just steamrolled. 90s forged Trump.",Twitter for Android,[]
williamjrgaller,jfyeyevscbfhfuckxhjfgkfifgicjviikb,🇵🇭,182.0,351.0,16044.0,2012-04-20 05:19:31,2020-11-04 10:36:38,0.0,0.0,I have a feeling that Trump will win 😥,Twitter for iPhone,[]
RJZII2,,,197.0,5.0,1828.0,2019-10-21 09:00:56,2020-11-04 10:36:38,0.0,0.0,@MatiGreenspan At least Trump decared himself winner. He saw The Greenspan Results,Twitter for Android,[]
InterEdFounder,"Founded Inter-Ed in 1980, the pioneer in Study Abroad in the Phils. Co-founded Southville Foreign University with Roger Bartholomew and Dr. Genevieve L. Tan.","Makati City, National Capital Region",227.0,55.0,702.0,2011-04-16 23:45:14,2020-11-04 10:36:38,0.0,0.0,This is from Fox News. So... I don’t know where Trump got the idea that he has won? He wants to go to Supreme Court to STOP the counting of ballots. I bet you will he BEG to have ALL ballots including Mail-In ballots if he sees Biden ahead. https://t.co/k9akoy6E1D,Twitter for iPhone,[]
DenisMacShane,"Ex Europe Minister, Speaker/Writer EU policy, politics. Latest book ""Brexiternity""  Picture © by Fabien Clairefond - All Rights Reserved Contact via Linked In",,675.0,18045.0,87351.0,2009-10-04 14:05:57,2020-11-04 10:36:38,0.0,0.0,Prob for liberals is that Trump has broken establishment rule book. He has sent no soldiers to die in foreign wars. He has denounced Chinese comms instead of Osborne kow-tow. He has told workers liberals don’t know exist he’ll bring back jobs. Doesn’t give damn about deficits. https://t.co/HSaibKHjlh,Twitter for iPhone,[]
SarahBambera,,,39.0,24.0,3753.0,2018-02-01 02:44:43,2020-11-04 10:36:38,0.0,0.0,@seanhannity Sean don’t lose that faith. Trump will win!!,Twitter for iPhone,[]
chang_hoony,Ayo?,"Seattle, WA",40.0,45.0,443.0,2020-05-25 20:41:21,2020-11-04 10:36:38,0.0,0.0,If I wake up to Trump winning I’m going back to sleep ✨permanently✨,Twitter for iPhone,[]
mingmingmung,"Founder of the anti-bad party. I'm against badness, it's literally in the name.","England, Great Britain",823.0,254.0,5259.0,2010-05-16 20:16:26,2020-11-04 10:36:38,0.0,0.0,"If Biden does win, Trump could run again in 2024, so there's that.",Twitter Web App,[]
peterkferry,"Dianne, Maarja-Liis and Maarek. Distributed trust in data governance. Consul for Estonia. Happiness is an organised toolbox.",Edinburgh,581.0,596.0,1244.0,2008-01-15 16:43:11,2020-11-04 10:36:38,0.0,0.0,But for now they are still counting in America. President Trump may yet be elected legitimately.,Twitter for iPhone,[]
steveajones001,"Marketing. Re-wilding. Big Pharma (and proud... mostly). Obstacles are not blocking the path, they are the path 🦏 🐘 🐳 🐆",Switzerland,147.0,106.0,3634.0,2011-05-09 14:25:34,2020-11-04 10:36:38,0.0,0.0,@JamiuEsho @piersmorgan Where you seeing PA?  CNN still has Trump lead,Twitter for iPhone,[]
TheUnwriters,Sonic Nectar Bursting Alive! 3Piece Ghost Band -   https://t.co/IGsjkIbWUd   https://t.co/BKIwVkDPZ9, Italy & Across The Universe!,863.0,882.0,4501.0,2019-06-13 12:36:56,2020-11-04 10:36:38,0.0,0.0,"@jfreewright @realDonaldTrump Yeah.. that sounds good .. Trump repeats in front of the mirror the best way to say ""GoodBye"" with dignity.",Twitter Web App,[]
IAmPAnon,NSA,Transylvania,89.0,27.0,421.0,2019-10-10 04:53:02,2020-11-04 10:36:38,0.0,0.0,@MarkDice @TwitterSafety @bborrman @realDonaldTrump Wait Trump has integrity though? Wanting to stop counting the remaining votes and automatically declaring yourself winner sounds like some good ol fashioned cheating to me. Also quite a bit like a play out of the fascist dictator handbook.,Twitter for Android,[]
Mohamed90936897,Honesty,Sudan,40.0,0.0,34.0,2020-05-14 22:00:17,2020-11-04 10:36:37,0.0,0.0,"Finally we can say Bye, Bye  @realDonaldTrump",Twitter for Android,[]
